행정읍/면/동,법정읍/면/동,관리기관,설치일자,자전거노선명,자전거도로구분,위치구분,자전거도로재질,연장,폭원,국비,시비,기타비,경계종류,도로노선명
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,우,투수콘,123.1,2.01,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,우,투수콘,86.18,2.01,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,좌,투수콘,168.26,2,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,우,투수콘,73.54,1.97,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,우,투수콘,6.99,2.01,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,우,투수콘,77.78,1.46,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,좌,투수콘,50.87,1.41,0,0,0,경계석,
온양1동,온천동,도시계획과,19000101,대로3-4,자전거보행자겸용도로,우,투수콘,13.07,1.5,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,우,투수콘,7.62,1.39,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)1-1,자전거자동차겸용도로,우,아스팔트,6.75,2.1,0,0,0,도색,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,우,투수콘,226.51,1.9,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거자동차겸용도로,중앙,아스팔트,15.72,2.03,0,0,0,도색,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,좌,투수콘,8.39,2,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,좌,투수콘,35.53,4.7,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,대(집)2-2,자전거자동차겸용도로,우,아스팔트,6.79,2.02,0,0,0,도색,
배방읍,배방읍 공수리,도시계획과,19000101,중로2-3,자전거전용도로,좌,투수콘,97.02,1.51,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,우,투수콘,31.55,1.42,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-4,자전거보행자겸용도로,우,투수콘,11.83,3.89,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,49.64,1.67,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,우,투수콘,3.32,1.43,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,우,투수콘,3.77,1.61,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,우,투수콘,18.21,1.94,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,좌,투수콘,149.09,2.03,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,좌,투수콘,41.11,2.06,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,우,투수콘,116.67,2,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,좌,투수콘,23.38,2,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,우,투수콘,103.67,1.94,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,우,투수콘,55.22,1.94,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,우,투수콘,14.32,2,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,좌,투수콘,269.61,1.97,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,우,투수콘,138.59,2.01,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,좌,투수콘,92.15,1.84,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,우,투수콘,113.17,1.97,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)2-2,자전거보행자겸용도로,좌,투수콘,71.64,2,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)2-2,자전거자동차겸용도로,중앙,아스팔트,4.09,2.08,0,0,0,도색,
신창면,신창면 남성리,도시계획과,19000101,중로1-11,자전거전용도로,좌,투수콘,9.8,1.6,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20090101,대(집)3-4,자전거보행자겸용도로,우,투수콘,213.37,1.9,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,중로1-19,자전거보행자겸용도로,우,투수콘,83.57,2.04,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,좌,투수콘,159.78,1.94,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,우,투수콘,169.57,1.89,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)1-1,자전거자동차겸용도로,중앙,아스팔트,10.33,2.07,0,0,0,도색,
배방읍,배방읍 공수리,도시계획과,19000101,중로2-4,자전거전용도로,좌,투수콘,5.14,1.55,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거전용도로,우,투수콘,35.27,1.91,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,우,투수콘,53.25,1.97,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,좌,투수콘,74.42,1.42,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,좌,투수콘,26.69,1.41,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,대(집)3-4,자전거자동차겸용도로,좌,아스팔트,7.66,2.06,0,0,0,도색,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-1,자전거전용도로,우,투수콘,121.36,1.89,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-1,자전거전용도로,우,투수콘,1.97,2.08,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,중로2-23,자전거보행자겸용도로,우,투수콘,2.11,0.89,0,0,0,기타,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,5.5,1.42,0,0,0,기타,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,좌,투수콘,96.6,1.45,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,좌,투수콘,12.87,1.44,0,0,0,경계석,
온양3동,권곡동,도시계획과,19000101,대로3-6,자전거보행자겸용도로,우,투수콘,107.22,2.1,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,좌,투수콘,15.23,2.34,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,좌,투수콘,31.71,2.33,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,좌,투수콘,13.56,1.37,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,우,투수콘,80.77,1.43,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,우,투수콘,6.77,1.41,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,투수콘,6.26,1.93,0,0,0,경계석,
신창면,신창면 행목리,도시계획과,19000101,기타도로,자전거전용도로,우,투수콘,14.27,1.7,0,0,0,경계석,
신창면,신창면 행목리,도시계획과,19000101,국도21,자전거전용도로,우,투수콘,7.08,1.66,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,중로2-28,자전거전용도로,우,투수콘,54.28,1.35,0,0,0,도색,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,0.57,0.85,0,0,0,기타,
탕정면,탕정면 명암리,도시계획과,20090101,대(집)3-3,자전거자동차겸용도로,중앙,아스팔트,9.71,1.8,0,0,0,도색,
인주면,인주면 걸매리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,투수콘,3.45,2,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,117.77,1.59,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,중로1-19,자전거보행자겸용도로,우,투수콘,27.87,1.99,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,중로1-1,자전거보행자겸용도로,좌,투수콘,51.88,1.39,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)2-2,자전거자동차겸용도로,중앙,아스팔트,4.96,2.08,0,0,0,도색,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,좌,투수콘,8.39,1.47,0,0,0,경계석,
온양4동,방축동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,99.77,2.33,0,0,0,도색,
온양3동,권곡동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,11.12,1.62,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-1,자전거전용도로,좌,투수콘,30.52,1.69,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-1,자전거전용도로,좌,투수콘,82.1,1.6,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-2,자전거전용도로,우,투수콘,15.09,1.22,0,0,0,경계석,
온양3동,권곡동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,73.35,2.86,0,0,0,기타,
온양3동,권곡동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,183.49,1.58,0,0,0,기타,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-1,자전거전용도로,좌,투수콘,109.39,1.31,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-1,자전거전용도로,좌,투수콘,2.78,1.37,0,0,0,경계석,
도고면,도고면 기곡리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,우,블록,2.89,2.64,0,0,0,도색,
인주면,인주면 걸매리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,투수콘,22.94,2.04,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,투수콘,103.91,1.96,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,투수콘,37.43,2.02,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,우,투수콘,22.56,2.01,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,투수콘,4.59,1.96,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,우,투수콘,224.42,2.17,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로1-2,자전거보행자겸용도로,우,투수콘,52.82,1.98,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로1-2,자전거보행자겸용도로,좌,투수콘,52.99,1.98,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,대(집)2-2,자전거보행자겸용도로,우,투수콘,48.13,2.2,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-1,자전거전용도로,좌,투수콘,220.76,1.63,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-1,자전거전용도로,우,투수콘,74.27,1.6,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,124.63,1.62,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,좌,투수콘,84.46,1.75,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,우,투수콘,91.26,1.72,0,0,0,경계석,
배방읍,배방읍 갈매리,도시계획과,19000101,기타도로,자전거보행자겸용도로,우,투수콘,105.4,2.02,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,우,투수콘,74.95,1.91,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,우,투수콘,41.65,1.91,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)2-2,자전거자동차겸용도로,중앙,아스팔트,4.9,2,0,0,0,도색,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거전용도로,우,투수콘,2.7,2.22,0,0,0,도색,
온양5동,용화동,도시계획과,19000101,소로2-273,자전거전용도로,우,투수콘,10.81,2.3,0,0,0,도색,
온양3동,권곡동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,107.39,1.52,0,0,0,기타,
온양5동,용화동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,좌,투수콘,29.75,1.68,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,대(집)2-2,자전거보행자겸용도로,좌,투수콘,118.38,2.2,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,대(집)2-2,자전거자동차겸용도로,중앙,아스팔트,17.58,2.13,0,0,0,도색,
온양2동,온천동,도시계획과,19000101,소로2-113,자전거보행자겸용도로,우,투수콘,0.94,2.33,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,우,투수콘,33.51,2.33,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)2-3,자전거자동차겸용도로,중앙,아스팔트,4.07,2.09,0,0,0,도색,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,우,투수콘,0.28,2.7,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,우,투수콘,2.04,2.51,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)1-1,자전거자동차겸용도로,중앙,아스팔트,10.34,2.08,0,0,0,도색,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,55.95,1.56,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,4.16,1.64,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,우,투수콘,74.17,1.41,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,15.22,3.62,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,중로1-18,자전거보행자겸용도로,좌,투수콘,47.32,1.09,0,0,0,경계석,
탕정면,탕정면 명암리,도시계획과,20090101,대(집)3-3,자전거보행자겸용도로,우,투수콘,488.15,2.8,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,166.34,1.42,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,4.02,1.45,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,1.41,1.49,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,82.37,1.46,0,0,0,경계석,
온양5동,신인동,도시계획과,19000101,시군도로9,자전거보행자겸용도로,좌,콘크리트,66.68,1.98,0,0,0,경계석,
온양5동,신인동,도시계획과,19000101,시군도로9,자전거보행자겸용도로,좌,콘크리트,20.38,2.5,0,0,0,경계석,
온양5동,신인동,도시계획과,19000101,시군도로9,자전거보행자겸용도로,좌,콘크리트,3.5,2.02,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,우,투수콘,8.56,1.43,0,0,0,경계석,
